Unnamed: 0,location,genre,lat,lng,count,prop,relative
216,"Adelaide SA, Australia",ebm,-34.9284989,138.6007456,31,0.004890361255718567,1.5402620731226782
219,"Adelaide SA, Australia",edm,-34.9284989,138.6007456,18,0.002839564600094652,1.69286992680177
221,"Adelaide SA, Australia",electro,-34.9284989,138.6007456,13,0.0020507966556239155,0.21671882173716414
225,"Adelaide SA, Australia",electronic,-34.9284989,138.6007456,460,0.07256665089130777,0.8529725955157429
228,"Adelaide SA, Australia",electronica,-34.9284989,138.6007456,79,0.012462533522637641,1.5310666147417389
232,"Adelaide SA, Australia",emo,-34.9284989,138.6007456,13,0.0020507966556239155,0.9591526669930508
237,"Adelaide SA, Australia",epic metal,-34.9284989,138.6007456,15,0.00236630383341221,4.597284058828342
241,"Adelaide SA, Australia",experimental,-34.9284989,138.6007456,140,0.022085502445180632,0.7477769006162654
242,"Adelaide SA, Australia",experimental electronic,-34.9284989,138.6007456,11,0.0017352894778356208,0.5474995749758472
247,"Adelaide SA, Australia",extreme metal,-34.9284989,138.6007456,8,0.0012620287111531788,1.9653642526821866
259,"Adelaide SA, Australia",folk,-34.9284989,138.6007456,105,0.01656412683388547,1.54333819092668
261,"Adelaide SA, Australia",folk punk,-34.9284989,138.6007456,8,0.0012620287111531788,1.331856218587436
262,"Adelaide SA, Australia",folk rock,-34.9284989,138.6007456,15,0.00236630383341221,1.1140690676025446
273,"Adelaide SA, Australia",funeral doom metal,-34.9284989,138.6007456,12,0.001893043066729768,5.611791634412847
274,"Adelaide SA, Australia",funk,-34.9284989,138.6007456,54,0.008518693800283956,1.2582730020183104
276,"Adelaide SA, Australia",funky house,-34.9284989,138.6007456,8,0.0012620287111531788,2.364547685221954
279,"Adelaide SA, Australia",fusion,-34.9284989,138.6007456,11,0.0017352894778356208,1.4101399549210571
282,"Adelaide SA, Australia",future beats,-34.9284989,138.6007456,9,0.001419782300047326,1.1078252562098927
284,"Adelaide SA, Australia",fuzz,-34.9284989,138.6007456,8,0.0012620287111531788,2.3581863773969305
289,"Adelaide SA, Australia",garage,-34.9284989,138.6007456,15,0.00236630383341221,0.7504739646841067
292,"Adelaide SA, Australia",garage rock,-34.9284989,138.6007456,12,0.001893043066729768,0.942940826202562
304,"Adelaide SA, Australia",goth,-34.9284989,138.6007456,17,0.002681811011200505,1.5694567113563147
306,"Adelaide SA, Australia",gothic,-34.9284989,138.6007456,17,0.002681811011200505,2.689544759207101
308,"Adelaide SA, Australia",gothic rock,-34.9284989,138.6007456,10,0.0015775358889414735,2.5248770614018388
311,"Adelaide SA, Australia",grind,-34.9284989,138.6007456,9,0.001419782300047326,2.21804622541052
312,"Adelaide SA, Australia",grindcore,-34.9284989,138.6007456,19,0.0029973181889888,1.6512863492147003
314,"Adelaide SA, Australia",groove metal,-34.9284989,138.6007456,9,0.001419782300047326,3.9645005511244698
315,"Adelaide SA, Australia",grunge,-34.9284989,138.6007456,17,0.002681811011200505,1.9466106473336664
316,"Adelaide SA, Australia",guitar,-34.9284989,138.6007456,12,0.001893043066729768,1.154252649400112
324,"Adelaide SA, Australia",hard rock,-34.9284989,138.6007456,28,0.004417100489036125,2.196996076634849
325,"Adelaide SA, Australia",hardcore,-34.9284989,138.6007456,26,0.004101593311247831,0.6236729955931113
334,"Adelaide SA, Australia",heavy,-34.9284989,138.6007456,10,0.0015775358889414735,2.2116282138422894
335,"Adelaide SA, Australia",heavy metal,-34.9284989,138.6007456,24,0.003786086133459536,1.6533204286906693
337,"Adelaide SA, Australia",heavy rock,-34.9284989,138.6007456,11,0.0017352894778356208,2.2787400244692
340,"Adelaide SA, Australia",hiphop,-34.9284989,138.6007456,7,0.0011042751222590313,0.5327857267671557
346,"Adelaide SA, Australia",horror,-34.9284989,138.6007456,8,0.0012620287111531788,1.8288022147579048
349,"Adelaide SA, Australia",house,-34.9284989,138.6007456,101,0.01593311247830888,0.7722462043563741
350,"Adelaide SA, Australia",idm,-34.9284989,138.6007456,29,0.004574854077930273,1.1929140576132529
353,"Adelaide SA, Australia",improvisation,-34.9284989,138.6007456,12,0.001893043066729768,0.9689967635367878
355,"Adelaide SA, Australia",independent,-34.9284989,138.6007456,9,0.001419782300047326,1.4603612917549829
356,"Adelaide SA, Australia",indie,-34.9284989,138.6007456,80,0.012620287111531788,1.1702775201114493
357,"Adelaide SA, Australia",indie folk,-34.9284989,138.6007456,22,0.0034705789556712416,1.3750681746289464
359,"Adelaide SA, Australia",indie pop,-34.9284989,138.6007456,24,0.003786086133459536,0.7525254143883355
363,"Adelaide SA, Australia",indie rock,-34.9284989,138.6007456,73,0.011516011989272757,1.4449466601128629
367,"Adelaide SA, Australia",industrial,-34.9284989,138.6007456,33,0.005205868433506862,0.7442900009848906
370,"Adelaide SA, Australia",instrumental,-34.9284989,138.6007456,55,0.008676447389178103,1.1813710698879214
371,"Adelaide SA, Australia",instrumental hip hop,-34.9284989,138.6007456,8,0.0012620287111531788,0.6326505870039567
372,"Adelaide SA, Australia",instrumental metal,-34.9284989,138.6007456,7,0.0011042751222590313,3.0923263942627823
375,"Adelaide SA, Australia",italo,-34.9284989,138.6007456,10,0.0015775358889414735,1.398813972706065
382,"Adelaide SA, Australia",jazz,-34.9284989,138.6007456,120,0.01893043066729768,1.9068029748223618
390,"Adelaide SA, Australia",jazzy house,-34.9284989,138.6007456,8,0.0012620287111531788,4.615891049667207
393,"Adelaide SA, Australia",jungle,-34.9284989,138.6007456,11,0.0017352894778356208,0.5533673855038387
404,"Adelaide SA, Australia",lo fi,-34.9284989,138.6007456,50,0.007887679444707366,1.2102611141761186
422,"Adelaide SA, Australia",meditation,-34.9284989,138.6007456,7,0.0011042751222590313,0.5969669094665545
425,"Adelaide SA, Australia",melodic,-34.9284989,138.6007456,12,0.001893043066729768,1.8807040305587064
426,"Adelaide SA, Australia",melodic black metal,-34.9284989,138.6007456,7,0.0011042751222590313,3.735644787841199
427,"Adelaide SA, Australia",melodic death metal,-34.9284989,138.6007456,12,0.001893043066729768,2.6454862966003763
431,"Adelaide SA, Australia",melodic punk,-34.9284989,138.6007456,8,0.0012620287111531788,3.7641201279648975
434,"Adelaide SA, Australia",metal,-34.9284989,138.6007456,173,0.02729137087868749,1.6846674884188282
435,"Adelaide SA, Australia",metalcore,-34.9284989,138.6007456,8,0.0012620287111531788,1.017700070886843
439,"Adelaide SA, Australia",minimal synth,-34.9284989,138.6007456,7,0.0011042751222590313,1.6010264151571771
460,"Adelaide SA, Australia",neo psychedelia,-34.9284989,138.6007456,8,0.0012620287111531788,4.346498893834603
461,"Adelaide SA, Australia",neo soul,-34.9284989,138.6007456,9,0.001419782300047326,1.234913540078061
465,"Adelaide SA, Australia",new age,-34.9284989,138.6007456,14,0.0022085502445180626,1.0609610897455146
467,"Adelaide SA, Australia",new wave,-34.9284989,138.6007456,7,0.0011042751222590313,0.4221118167437665
471,"Adelaide SA, Australia",noise,-34.9284989,138.6007456,24,0.003786086133459536,0.5820911951979217
475,"Adelaide SA, Australia",nu disco,-34.9284989,138.6007456,60,0.00946521533364884,3.2035682631707103
482,"Adelaide SA, Australia",orchestral,-34.9284989,138.6007456,7,0.0011042751222590313,0.7209741504155583
486,"Adelaide SA, Australia",original,-34.9284989,138.6007456,18,0.002839564600094652,4.588386070282755
489,"Adelaide SA, Australia",pagan,-34.9284989,138.6007456,7,0.0011042751222590313,3.1783650344450005
491,"Adelaide SA, Australia",percussion,-34.9284989,138.6007456,9,0.001419782300047326,2.5463224501853943
494,"Adelaide SA, Australia",piano,-34.9284989,138.6007456,10,0.0015775358889414735,0.8512155493735287
500,"Adelaide SA, Australia",pop,-34.9284989,138.6007456,69,0.010884997633696169,0.8494081590672584
501,"Adelaide SA, Australia",pop punk,-34.9284989,138.6007456,21,0.003312825366777094,1.5841942999410583
506,"Adelaide SA, Australia",post hardcore,-34.9284989,138.6007456,9,0.001419782300047326,0.9349528783643136
510,"Adelaide SA, Australia",post punk,-34.9284989,138.6007456,36,0.005679129200189304,1.0891666610338122
511,"Adelaide SA, Australia",post rock,-34.9284989,138.6007456,15,0.00236630383341221,0.7005177538095356
514,"Adelaide SA, Australia",power pop,-34.9284989,138.6007456,9,0.001419782300047326,0.8118758186861392
520,"Adelaide SA, Australia",progressive,-34.9284989,138.6007456,16,0.002524057422306357,1.0474962288629683
522,"Adelaide SA, Australia",progressive house,-34.9284989,138.6007456,17,0.002681811011200505,2.1873850220789675
523,"Adelaide SA, Australia",progressive metal,-34.9284989,138.6007456,25,0.003943839722353683,2.570911159446699
526,"Adelaide SA, Australia",progressive rock,-34.9284989,138.6007456,16,0.002524057422306357,1.4188363538785878
530,"Adelaide SA, Australia",psych,-34.9284989,138.6007456,15,0.00236630383341221,1.4372239699626002
532,"Adelaide SA, Australia",psychedelic,-34.9284989,138.6007456,44,0.006941157911342483,0.8681884027642921
535,"Adelaide SA, Australia",psychedelic rock,-34.9284989,138.6007456,44,0.006941157911342483,3.254514536408416
538,"Adelaide SA, Australia",punk,-34.9284989,138.6007456,125,0.019719198611768414,1.292204670298229
539,"Adelaide SA, Australia",punk hardcore,-34.9284989,138.6007456,24,0.003786086133459536,8.58640350452893
542,"Adelaide SA, Australia",punk rock,-34.9284989,138.6007456,22,0.0034705789556712416,1.0122957496569809
544,"Adelaide SA, Australia",r & b,-34.9284989,138.6007456,18,0.002839564600094652,0.769767841109047
545,"Adelaide SA, Australia",r & b/soul,-34.9284989,138.6007456,10,0.0015775358889414735,0.6364820182599571
548,"Adelaide SA, Australia",rap/hip hop,-34.9284989,138.6007456,114,0.017983909133932798,0.9885734251360097
553,"Adelaide SA, Australia",reggae,-34.9284989,138.6007456,10,0.0015775358889414735,0.4675961299616986
555,"Adelaide SA, Australia",relaxation,-34.9284989,138.6007456,10,0.0015775358889414735,3.5986115263538223
556,"Adelaide SA, Australia",remix,-34.9284989,138.6007456,7,0.0011042751222590313,0.6115488105779325
558,"Adelaide SA, Australia",retro,-34.9284989,138.6007456,7,0.0011042751222590313,1.3429329099724727
562,"Adelaide SA, Australia",rock,-34.9284989,138.6007456,185,0.029184413945417258,1.1512663338372882
563,"Adelaide SA, Australia",rock & roll,-34.9284989,138.6007456,19,0.0029973181889888,0.975771229863873
567,"Adelaide SA, Australia",roots,-34.9284989,138.6007456,21,0.003312825366777094,1.4589231137799057
573,"Adelaide SA, Australia",samba,-34.9284989,138.6007456,7,0.0011042751222590313,2.3721143729387544
576,"Adelaide SA, Australia",sampling,-34.9284989,138.6007456,8,0.0012620287111531788,3.6307762122879064
583,"Adelaide SA, Australia",shoegaze,-34.9284989,138.6007456,33,0.005205868433506862,1.5223079249077514
587,"Adelaide SA, Australia",singer songwriter,-34.9284989,138.6007456,27,0.004259346900141978,0.7923284627345221
593,"Adelaide SA, Australia",skate punk,-34.9284989,138.6007456,12,0.001893043066729768,3.832230058013424
600,"Adelaide SA, Australia",sludge,-34.9284989,138.6007456,9,0.001419782300047326,0.914212906720794
607,"Adelaide SA, Australia",soul,-34.9284989,138.6007456,41,0.00646789714466004,0.9423227264985788
613,"Adelaide SA, Australia",soundtrack,-34.9284989,138.6007456,9,0.001419782300047326,0.28162565771140996
616,"Adelaide SA, Australia",space rock,-34.9284989,138.6007456,7,0.0011042751222590313,1.159091796142044
621,"Adelaide SA, Australia",stoner,-34.9284989,138.6007456,8,0.0012620287111531788,1.102650291587565
623,"Adelaide SA, Australia",stoner rock,-34.9284989,138.6007456,14,0.0022085502445180626,1.3848219041386514
628,"Adelaide SA, Australia",string quartet,-34.9284989,138.6007456,8,0.0012620287111531788,6.676047784750358
630,"Adelaide SA, Australia",surf,-34.9284989,138.6007456,9,0.001419782300047326,1.3784197695998572
637,"Adelaide SA, Australia",symphonic metal,-34.9284989,138.6007456,16,0.002524057422306357,5.1518499950832775
638,"Adelaide SA, Australia",synth,-34.9284989,138.6007456,14,0.0022085502445180626,0.8665693184289883
641,"Adelaide SA, Australia",synthpop,-34.9284989,138.6007456,13,0.0020507966556239155,0.4891719105520885
647,"Adelaide SA, Australia",tech house,-34.9284989,138.6007456,37,0.005836882789083452,1.7035409099278216
649,"Adelaide SA, Australia",technical death metal,-34.9284989,138.6007456,12,0.001893043066729768,3.148353068353676
651,"Adelaide SA, Australia",techno,-34.9284989,138.6007456,63,0.009938476100331285,0.3683074101432022
654,"Adelaide SA, Australia",thrash,-34.9284989,138.6007456,7,0.0011042751222590313,1.0429370181131232
655,"Adelaide SA, Australia",thrash metal,-34.9284989,138.6007456,19,0.0029973181889888,1.7011310864669242
659,"Adelaide SA, Australia",trance,-34.9284989,138.6007456,10,0.0015775358889414735,0.7237898151669335
661,"Adelaide SA, Australia",trap,-34.9284989,138.6007456,18,0.002839564600094652,1.0022463932898709
666,"Adelaide SA, Australia",trip hop,-34.9284989,138.6007456,8,0.0012620287111531788,0.6213941726893412
669,"Adelaide SA, Australia",tropical house,-34.9284989,138.6007456,15,0.00236630383341221,8.623091577794185
675,"Adelaide SA, Australia",underground,-34.9284989,138.6007456,7,0.0011042751222590313,0.5804217628404293
676,"Adelaide SA, Australia",underground hip hop,-34.9284989,138.6007456,19,0.0029973181889888,1.3712598965907878
704,"Adelaide SA, Australia",world,-34.9284989,138.6007456,31,0.004890361255718567,0.6706375396418939
706,"Albuquerque, NM, USA",1970s,35.0843859,-106.65042199999999,14,0.0029831664180694647,12.352301989761234
707,"Albuquerque, NM, USA",1980s,35.0843859,-106.65042199999999,14,0.0029831664180694647,9.034433339445744
712,"Albuquerque, NM, USA",acoustic,35.0843859,-106.65042199999999,26,0.00554016620498615,0.9869824404423118
718,"Albuquerque, NM, USA",aggrotech,35.0843859,-106.65042199999999,122,0.025996164500319625,25.72192397080431
724,"Albuquerque, NM, USA",alternative,35.0843859,-106.65042199999999,56,0.011932665672277859,0.5021435787371397
725,"Albuquerque, NM, USA",alternative rock,35.0843859,-106.65042199999999,11,0.002343916471340294,0.696461641089652
726,"Albuquerque, NM, USA",ambient,35.0843859,-106.65042199999999,94,0.02002983166418069,0.8670391332774596
727,"Albuquerque, NM, USA",ambient electronic,35.0843859,-106.65042199999999,5,0.001065416577881952,0.6343250177517714
729,"Albuquerque, NM, USA",americana,35.0843859,-106.65042199999999,16,0.0034093330492222453,1.005063241779033
732,"Albuquerque, NM, USA",anarcho punk,35.0843859,-106.65042199999999,10,0.002130833155763904,6.125059214800496
736,"Albuquerque, NM, USA",art rock,35.0843859,-106.65042199999999,5,0.001065416577881952,1.0221103241598704
739,"Albuquerque, NM, USA",atmospheric metal,35.0843859,-106.65042199999999,5,0.001065416577881952,3.6895330406018174
740,"Albuquerque, NM, USA",avant garde,35.0843859,-106.65042199999999,5,0.001065416577881952,0.4087239737307571
742,"Albuquerque, NM, USA",avante garde,35.0843859,-106.65042199999999,14,0.0029831664180694647,6.545251220976724
747,"Albuquerque, NM, USA",bass,35.0843859,-106.65042199999999,10,0.002130833155763904,0.3768356689062631
750,"Albuquerque, NM, USA",beatdown,35.0843859,-106.65042199999999,9,0.0019177498401875134,5.160281451709208
754,"Albuquerque, NM, USA",black metal,35.0843859,-106.65042199999999,14,0.0029831664180694647,0.6848632594686614
758,"Albuquerque, NM, USA",blues,35.0843859,-106.65042199999999,6,0.0012784998934583422,0.3897959904532445
761,"Albuquerque, NM, USA",breakbeat,35.0843859,-106.65042199999999,5,0.001065416577881952,0.3521928772490961
767,"Albuquerque, NM, USA",chamber ,35.0843859,-106.65042199999999,9,0.0019177498401875134,3.670763078310385
769,"Albuquerque, NM, USA",chill,35.0843859,-106.65042199999999,8,0.0017046665246111226,0.7274355028414864
778,"Albuquerque, NM, USA",classic rock,35.0843859,-106.65042199999999,5,0.001065416577881952,1.7785633021226277
779,"Albuquerque, NM, USA",classical,35.0843859,-106.65042199999999,8,0.0017046665246111226,0.6955162680527156
782,"Albuquerque, NM, USA",coldwave,35.0843859,-106.65042199999999,24,0.005113999573833369,3.894117035717743
784,"Albuquerque, NM, USA",comedy,35.0843859,-106.65042199999999,5,0.001065416577881952,1.1796406691249974
787,"Albuquerque, NM, USA",concept album,35.0843859,-106.65042199999999,8,0.0017046665246111226,5.922799777264153
790,"Albuquerque, NM, USA",country,35.0843859,-106.65042199999999,9,0.0019177498401875134,0.8299009979465822
794,"Albuquerque, NM, USA",crust punk,35.0843859,-106.65042199999999,6,0.0012784998934583422,2.744413678852612
798,"Albuquerque, NM, USA",cyberpunk,35.0843859,-106.65042199999999,5,0.001065416577881952,1.1054858582527245
800,"Albuquerque, NM, USA",dance,35.0843859,-106.65042199999999,5,0.001065416577881952,0.22038138623338568
802,"Albuquerque, NM, USA",dark,35.0843859,-106.65042199999999,125,0.0266354144470488,17.707473367992534
803,"Albuquerque, NM, USA",dark ambient,35.0843859,-106.65042199999999,80,0.01704666524611123,5.417902334747932
805,"Albuquerque, NM, USA",dark electro,35.0843859,-106.65042199999999,44,0.009375665885361177,8.010451417428412
811,"Albuquerque, NM, USA",darkwave,35.0843859,-106.65042199999999,32,0.0068186660984444905,2.6818492361242106
813,"Albuquerque, NM, USA",death metal,35.0843859,-106.65042199999999,18,0.0038354996803750267,0.8738771078992646
816,"Albuquerque, NM, USA",deep,35.0843859,-106.65042199999999,128,0.02727466439377797,14.297980680325374
817,"Albuquerque, NM, USA",deep house,35.0843859,-106.65042199999999,187,0.03984658001278501,4.588290500558277
819,"Albuquerque, NM, USA",desert,35.0843859,-106.65042199999999,5,0.001065416577881952,3.4232278843972286
820,"Albuquerque, NM, USA",desert rock,35.0843859,-106.65042199999999,14,0.0029831664180694647,5.5909609351657465
824,"Albuquerque, NM, USA",diy,35.0843859,-106.65042199999999,12,0.0025569997869166845,1.664514919003117
828,"Albuquerque, NM, USA",doom,35.0843859,-106.65042199999999,11,0.002343916471340294,0.9457066672722044
829,"Albuquerque, NM, USA",doom metal,35.0843859,-106.65042199999999,13,0.002770083102493075,1.3303027691598603
834,"Albuquerque, NM, USA",drag city,35.0843859,-106.65042199999999,8,0.0017046665246111226,5.613604832605354
839,"Albuquerque, NM, USA",drone,35.0843859,-106.65042199999999,78,0.01662049861495845,2.8886078854212838
841,"Albuquerque, NM, USA",drum & bass,35.0843859,-106.65042199999999,11,0.002343916471340294,0.4333201190612755
844,"Albuquerque, NM, USA",dubstep,35.0843859,-106.65042199999999,10,0.002130833155763904,0.5443629426235598
846,"Albuquerque, NM, USA",ebm,35.0843859,-106.65042199999999,124,0.02642233113147241,8.321944412124147
848,"Albuquerque, NM, USA",edm,35.0843859,-106.65042199999999,7,0.0014915832090347323,0.8892406807061929
849,"Albuquerque, NM, USA",electro,35.0843859,-106.65042199999999,14,0.0029831664180694647,0.3152473988081491
851,"Albuquerque, NM, USA",electro industrial,35.0843859,-106.65042199999999,122,0.025996164500319625,32.4395517548269
853,"Albuquerque, NM, USA",electronic,35.0843859,-106.65042199999999,504,0.10739399105050076,1.2623447570475197
862,"Albuquerque, NM, USA",experimental,35.0843859,-106.65042199999999,161,0.03430641380779885,1.161555814821539
864,"Albuquerque, NM, USA",experimental folk,35.0843859,-106.65042199999999,9,0.0019177498401875134,2.79153330616646
866,"Albuquerque, NM, USA",experimental rock,35.0843859,-106.65042199999999,5,0.001065416577881952,1.1052652732861508
877,"Albuquerque, NM, USA",flute,35.0843859,-106.65042199999999,8,0.0017046665246111226,5.404985862544504
878,"Albuquerque, NM, USA",folk,35.0843859,-106.65042199999999,49,0.010441082463243129,0.9728325242700416
881,"Albuquerque, NM, USA",folk punk,35.0843859,-106.65042199999999,11,0.002343916471340294,2.4736043646357158
882,"Albuquerque, NM, USA",folk rock,35.0843859,-106.65042199999999,8,0.0017046665246111226,0.8025665254103309
890,"Albuquerque, NM, USA",garage,35.0843859,-106.65042199999999,7,0.0014915832090347323,0.4730560584548315
891,"Albuquerque, NM, USA",garage house,35.0843859,-106.65042199999999,11,0.002343916471340294,7.0035502940456125
893,"Albuquerque, NM, USA",garage punk,35.0843859,-106.65042199999999,6,0.0012784998934583422,1.2301224891971276
894,"Albuquerque, NM, USA",garage rock,35.0843859,-106.65042199999999,11,0.002343916471340294,1.1675246976042055
903,"Albuquerque, NM, USA",gothic,35.0843859,-106.65042199999999,15,0.0031962497336458554,3.2054670088016843
906,"Albuquerque, NM, USA",grindcore,35.0843859,-106.65042199999999,13,0.002770083102493075,1.5260977063233685
916,"Albuquerque, NM, USA",hardcore,35.0843859,-106.65042199999999,14,0.0029831664180694647,0.4536091696873105
918,"Albuquerque, NM, USA",hardcore punk,35.0843859,-106.65042199999999,5,0.001065416577881952,0.5733393558350388
921,"Albuquerque, NM, USA",harsh ebm,35.0843859,-106.65042199999999,19,0.004048582995951417,11.402099779811325
925,"Albuquerque, NM, USA",heavy,35.0843859,-106.65042199999999,10,0.002130833155763904,2.9873239393876565
926,"Albuquerque, NM, USA",heavy metal,35.0843859,-106.65042199999999,10,0.002130833155763904,0.9304991651990692
931,"Albuquerque, NM, USA",hiphop,35.0843859,-106.65042199999999,5,0.001065416577881952,0.5140374299073089
938,"Albuquerque, NM, USA",house,35.0843859,-106.65042199999999,206,0.043895163008736415,2.1275110603310634
946,"Albuquerque, NM, USA",indie,35.0843859,-106.65042199999999,36,0.0076709993607500535,0.7113307351361421
947,"Albuquerque, NM, USA",indie folk,35.0843859,-106.65042199999999,6,0.0012784998934583422,0.506550790866836
948,"Albuquerque, NM, USA",indie folk rock,35.0843859,-106.65042199999999,5,0.001065416577881952,5.597495226133245
949,"Albuquerque, NM, USA",indie pop,35.0843859,-106.65042199999999,12,0.0025569997869166845,0.5082312595149862
951,"Albuquerque, NM, USA",indie rock,35.0843859,-106.65042199999999,19,0.004048582995951417,0.5079871819896532
953,"Albuquerque, NM, USA",industrial,35.0843859,-106.65042199999999,135,0.0287662476028127,4.112749050441567
954,"Albuquerque, NM, USA",industrial metal,35.0843859,-106.65042199999999,23,0.004900916258256978,9.221490792092077
957,"Albuquerque, NM, USA",instrumental,35.0843859,-106.65042199999999,23,0.004900916258256978,0.6673008460432338
962,"Albuquerque, NM, USA",jazz,35.0843859,-106.65042199999999,19,0.004048582995951417,0.4078010815586692
968,"Albuquerque, NM, USA",latin,35.0843859,-106.65042199999999,13,0.002770083102493075,1.1900412243631309
973,"Albuquerque, NM, USA",lo fi,35.0843859,-106.65042199999999,9,0.0019177498401875134,0.2942535982308193
